ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425167313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg
03454028824,The Lost World,Michael Crichton,1996,Ballantine Books,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg
05903534224,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg
0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg
0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg
0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425175405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425175405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425175405.01.LZZZZZZZ.jpg
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg
0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg
0440214041,The Pelican Brief,John Grisham,1993,Dell,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
05151328724,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg
0312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg
0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg
0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg
0440241537,The King of Torts,JOHN GRISHAM,2003,Dell,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg
0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg
0380002930,Watership Down,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
1558743669,A Child Called It: One Child's Courage to Survive,Dave Pelzer,1995,Health Communications,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg
0385720106,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg
0446612790,2nd Chance,James Patterson,2003,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg
06848447724,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg
0440213525,The Client,John Grisham,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
0440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
07434362724,Dreamcatcher,Stephen King,2001,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg
0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg
0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg
0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg
04465165224,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg
0312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,http://images.amazon.com/images/P/0312924585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515132020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
03807948724,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,http://images.amazon.com/images/P/038079487X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg
0345391055,Disclosure,Michael Crichton,1994,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg
0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316601950.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg
0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,http://images.amazon.com/images/P/0060959037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060959037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg
01402800924,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg
0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,http://images.amazon.com/images/P/0452282829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
08041052624,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg
0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg
0671041789,The Green Mile,Stephen King,1999,Pocket,http://images.amazon.com/images/P/0671041789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671041789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671041789.01.LZZZZZZZ.jpg
0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books,http://images.amazon.com/images/P/0449003795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg
04393580624,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg
0440220602,The Chamber,John Grisham,1995,Dell Publishing Company,http://images.amazon.com/images/P/0440220602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440220602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440220602.01.LZZZZZZZ.jpg
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg
0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608955.01.LZZZZZZZ.jpg
0440241073,The Summons,John Grisham,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg
0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425154092.01.LZZZZZZZ.jpg
0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg
0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.LZZZZZZZ.jpg
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg
0385503822,The Summons,John Grisham,2002,Doubleday Books,http://images.amazon.com/images/P/0385503822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503822.01.LZZZZZZZ.jpg
0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609804138.01.LZZZZZZZ.jpg
0425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425180638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg
0345387651,The Cider House Rules,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.LZZZZZZZ.jpg
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg
0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg
0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg
0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg
08041110924,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg
0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg
